first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
leonard,knight,male,Civil,Junior,leonard.knight20@example.com,10,0.1147,0.283,0.3379,Romulan,27,http://api.randomuser.me/portraits/thumb/men/51.jpg
kaylee,ryan,female,Media,Senior,kaylee.ryan99@example.com,7,0.4131,0.0399,0.4689,Klingon,20,http://api.randomuser.me/portraits/thumb/women/10.jpg
joann,murray,female,Architecture,Freshman,joann.murray40@example.com,9,0.3797,0.4567,0.3933,Romulan,24,http://api.randomuser.me/portraits/thumb/women/75.jpg
brooklyn,fields,female,Aerospace,Grad,brooklyn.fields36@example.com,10,0.3918,0.5135,0.1888,Martian,25,http://api.randomuser.me/portraits/thumb/women/20.jpg
judith,chambers,female,Civil,Grad,judith.chambers43@example.com,7,0.397,0.2425,0.7857,Klingon,21,http://api.randomuser.me/portraits/thumb/women/22.jpg
bob,smith,male,Civil,Sophomore,bob.smith45@example.com,6,0.2916,0.6589,0.4502,Martian,17,http://api.randomuser.me/portraits/thumb/men/51.jpg
rita,hopkins,female,CS,Grad,rita.hopkins42@example.com,6,0.4449,0.2238,0.9348,Klingon,17,http://api.randomuser.me/portraits/thumb/women/10.jpg
wesley,johnston,male,Mech,PhD,wesley.johnston91@example.com,6,0.3413,0.0277,0.5546,Vulcan,27,http://api.randomuser.me/portraits/thumb/men/51.jpg
dana,caldwell,female,ECE,Sophomore,dana.caldwell22@example.com,11,0.4475,0.617,0.0486,Vulcan,26,http://api.randomuser.me/portraits/thumb/women/32.jpg
julio,rodriguez,male,Aerospace,Sophomore,julio.rodriguez10@example.com,6,0.4728,0.0101,0.8407,Romulan,29,http://api.randomuser.me/portraits/thumb/men/51.jpg
loretta,fernandez,female,Aerospace,Sophomore,loretta.fernandez31@example.com,11,0.406,0.4864,0.5865,Klingon,26,http://api.randomuser.me/portraits/thumb/women/63.jpg
robert,rhodes,male,Civil,Junior,robert.rhodes21@example.com,5,0.1308,0.2269,0.9502,Romulan,23,http://api.randomuser.me/portraits/thumb/men/51.jpg
clara,pena,female,ECE,Freshman,clara.pena53@example.com,9,0.1695,0.1224,0.4799,Human,29,http://api.randomuser.me/portraits/thumb/women/66.jpg
madison,wade,female,ECE,Junior,madison.wade54@example.com,8,0.3237,0.1089,0.0536,Martian,20,http://api.randomuser.me/portraits/thumb/women/80.jpg
julian,neal,male,Aerospace,PhD,julian.neal50@example.com,8,0.1458,0.1268,0.679,Vulcan,27,http://api.randomuser.me/portraits/thumb/men/51.jpg
ross,turner,male,Aerospace,Junior,ross.turner38@example.com,8,0.3355,0.6273,0.9019,Klingon,18,http://api.randomuser.me/portraits/thumb/men/51.jpg
ross,bennett,male,Architecture,Grad,ross.bennett48@example.com,9,0.4828,0.4009,0.5061,Romulan,25,http://api.randomuser.me/portraits/thumb/men/51.jpg
kenneth,jennings,male,Architecture,Senior,kenneth.jennings54@example.com,7,0.4908,0.4516,0.3425,Klingon,26,http://api.randomuser.me/portraits/thumb/men/51.jpg
felicia,cooper,female,CS,Sophomore,felicia.cooper18@example.com,10,0.0577,0.2301,0.1884,Klingon,28,http://api.randomuser.me/portraits/thumb/women/35.jpg
jonathan,gilbert,male,Architecture,Senior,jonathan.gilbert63@example.com,6,0.3453,0.0758,0.1454,Klingon,28,http://api.randomuser.me/portraits/thumb/men/51.jpg
chris,jones,male,Architecture,Senior,chris.jones25@example.com,5,0.446,0.3067,0.9209,Martian,27,http://api.randomuser.me/portraits/thumb/men/51.jpg
ethan,hanson,male,Architecture,Grad,ethan.hanson30@example.com,11,0.2652,0.477,0.9182,Human,29,http://api.randomuser.me/portraits/thumb/men/51.jpg
charlene,horton,female,Mech,Junior,charlene.horton89@example.com,7,0.3022,0.595,0.7538,Martian,21,http://api.randomuser.me/portraits/thumb/women/0.jpg
mark,rose,male,Media,PhD,mark.rose91@example.com,10,0.1084,0.4469,0.7419,Human,18,http://api.randomuser.me/portraits/thumb/men/51.jpg
jessie,hopkins,female,Aerospace,Freshman,jessie.hopkins19@example.com,11,0.1474,0.0724,0.0987,Human,27,http://api.randomuser.me/portraits/thumb/women/55.jpg
martha,smith,female,Architecture,PhD,martha.smith51@example.com,7,0.47,0.4792,0.856,Romulan,22,http://api.randomuser.me/portraits/thumb/women/40.jpg
javier,perez,male,CS,Sophomore,javier.perez55@example.com,6,0.3094,0.2161,0.7861,Vulcan,17,http://api.randomuser.me/portraits/thumb/men/52.jpg
jayden,perry,male,Civil,Junior,jayden.perry84@example.com,10,0.1938,0.3058,0.3445,Vulcan,19,http://api.randomuser.me/portraits/thumb/men/52.jpg
daisy,boyd,female,Mech,Sophomore,daisy.boyd97@example.com,11,0.3517,0.2503,0.9918,Romulan,18,http://api.randomuser.me/portraits/thumb/women/80.jpg
liam,jordan,male,CS,Junior,liam.jordan61@example.com,9,0.3015,0.5287,0.3401,Romulan,23,http://api.randomuser.me/portraits/thumb/men/52.jpg
beatrice,gilbert,female,Mech,Sophomore,beatrice.gilbert89@example.com,9,0.2707,0.0906,0.8396,Human,19,http://api.randomuser.me/portraits/thumb/women/13.jpg
jamie,knight,female,CS,Junior,jamie.knight89@example.com,10,0.08,0.6048,0.7502,Human,27,http://api.randomuser.me/portraits/thumb/women/15.jpg
soham,lopez,male,Civil,Freshman,soham.lopez44@example.com,11,0.0224,0.3666,0.9708,Klingon,19,http://api.randomuser.me/portraits/thumb/men/52.jpg
hailey,lambert,female,Aerospace,Grad,hailey.lambert62@example.com,6,0.1595,0.09,0.7845,Romulan,23,http://api.randomuser.me/portraits/thumb/women/81.jpg
alexa,burton,female,Mech,Freshman,alexa.burton17@example.com,6,0.4354,0.124,0.4217,Romulan,29,http://api.randomuser.me/portraits/thumb/women/43.jpg
alexa,washington,female,ECE,Grad,alexa.washington61@example.com,7,0.2959,0.3756,0.8873,Martian,23,http://api.randomuser.me/portraits/thumb/women/4.jpg
evan,hughes,male,CS,Senior,evan.hughes12@example.com,5,0.1802,0.3564,0.0894,Vulcan,25,http://api.randomuser.me/portraits/thumb/men/52.jpg
savannah,alvarez,female,Mech,Freshman,savannah.alvarez28@example.com,9,0.3924,0.0141,0.975,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/73.jpg
elaine,henry,female,Aerospace,PhD,elaine.henry24@example.com,5,0.023,0.2237,0.8052,Human,23,http://api.randomuser.me/portraits/thumb/women/47.jpg
serenity,neal,female,Aerospace,Freshman,serenity.neal32@example.com,6,0.3592,0.299,0.9823,Human,29,http://api.randomuser.me/portraits/thumb/women/80.jpg
harry,wheeler,male,Civil,PhD,harry.wheeler81@example.com,7,0.2743,0.6532,0.7392,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/52.jpg
eddie,sanders,male,ECE,Grad,eddie.sanders94@example.com,5,0.3911,0.388,0.4239,Romulan,22,http://api.randomuser.me/portraits/thumb/men/52.jpg
isaiah,meyer,male,Architecture,Junior,isaiah.meyer14@example.com,6,0.1401,0.4151,0.9649,Human,21,http://api.randomuser.me/portraits/thumb/men/52.jpg
michele,terry,female,Architecture,Senior,michele.terry61@example.com,6,0.2473,0.1333,0.6265,Klingon,21,http://api.randomuser.me/portraits/thumb/women/0.jpg
holly,rice,female,Media,Senior,holly.rice33@example.com,10,0.0379,0.4613,0.8621,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/92.jpg
jordan,robertson,male,ECE,Senior,jordan.robertson69@example.com,6,0.4037,0.3637,0.0943,Human,25,http://api.randomuser.me/portraits/thumb/men/52.jpg
candice,montgomery,female,CS,Senior,candice.montgomery44@example.com,9,0.0804,0.6853,0.7371,Klingon,23,http://api.randomuser.me/portraits/thumb/women/12.jpg
mason,peters,male,Civil,Sophomore,mason.peters51@example.com,5,0.1281,0.137,0.6247,Human,29,http://api.randomuser.me/portraits/thumb/men/52.jpg
kaylee,reid,female,ECE,Senior,kaylee.reid47@example.com,6,0.1929,0.6167,0.0635,Human,18,http://api.randomuser.me/portraits/thumb/women/21.jpg
michelle,dunn,female,CS,PhD,michelle.dunn45@example.com,5,0.0162,0.0692,0.3726,Martian,21,http://api.randomuser.me/portraits/thumb/women/72.jpg
matthew,mckinney,male,Media,PhD,matthew.mckinney74@example.com,11,0.2223,0.3974,0.5672,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/53.jpg
jeff,mccoy,male,Aerospace,Junior,jeff.mccoy72@example.com,8,0.4222,0.0843,0.2854,Human,17,http://api.randomuser.me/portraits/thumb/men/53.jpg
claudia,tucker,female,Media,Freshman,claudia.tucker36@example.com,7,0.1201,0.1427,0.9151,Romulan,27,http://api.randomuser.me/portraits/thumb/women/83.jpg
stacey,peters,female,Civil,Junior,stacey.peters81@example.com,11,0.0939,0.5117,0.5769,Human,23,http://api.randomuser.me/portraits/thumb/women/4.jpg
jeffery,robinson,male,Aerospace,Junior,jeffery.robinson57@example.com,10,0.144,0.6045,0.235,Human,23,http://api.randomuser.me/portraits/thumb/men/53.jpg
owen,vasquez,male,Aerospace,Junior,owen.vasquez87@example.com,11,0.2924,0.2463,0.4674,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/53.jpg
doris,daniels,female,Mech,PhD,doris.daniels96@example.com,8,0.0951,0.3236,0.8238,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/61.jpg
greg,kelley,male,Architecture,Sophomore,greg.kelley12@example.com,6,0.3052,0.6974,0.4103,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/53.jpg
vera,porter,female,Media,Grad,vera.porter50@example.com,8,0.3153,0.275,0.3052,Human,21,http://api.randomuser.me/portraits/thumb/women/81.jpg
marcus,harvey,male,Media,Freshman,marcus.harvey55@example.com,7,0.4321,0.3631,0.5603,Klingon,20,http://api.randomuser.me/portraits/thumb/men/53.jpg
sergio,alexander,male,CS,Freshman,sergio.alexander33@example.com,10,0.4764,0.0641,0.9798,Romulan,24,http://api.randomuser.me/portraits/thumb/men/53.jpg
wilma,austin,female,Media,Senior,wilma.austin12@example.com,11,0.0296,0.2717,0.0168,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/49.jpg
julia,ellis,female,Aerospace,Freshman,julia.ellis43@example.com,6,0.0847,0.4437,0.6792,Martian,17,http://api.randomuser.me/portraits/thumb/women/64.jpg
bobby,jacobs,male,Mech,Grad,bobby.jacobs38@example.com,5,0.2458,0.1358,0.0552,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/53.jpg
kylie,flores,female,Media,Grad,kylie.flores86@example.com,6,0.3892,0.0093,0.7928,Human,25,http://api.randomuser.me/portraits/thumb/women/50.jpg
brayden,wells,male,Mech,Grad,brayden.wells86@example.com,5,0.3753,0.334,0.2076,Klingon,25,http://api.randomuser.me/portraits/thumb/men/53.jpg
javier,sims,male,Architecture,Junior,javier.sims91@example.com,6,0.4107,0.4991,0.8832,Klingon,28,http://api.randomuser.me/portraits/thumb/men/53.jpg
cherly,fox,female,Architecture,PhD,cherly.fox53@example.com,11,0.0591,0.386,0.468,Klingon,20,http://api.randomuser.me/portraits/thumb/women/89.jpg
clinton,murphy,male,Aerospace,Sophomore,clinton.murphy60@example.com,9,0.4385,0.4434,0.8906,Klingon,21,http://api.randomuser.me/portraits/thumb/men/54.jpg
zachary,caldwell,male,ECE,Sophomore,zachary.caldwell31@example.com,7,0.3886,0.386,0.5528,Klingon,19,http://api.randomuser.me/portraits/thumb/men/54.jpg
crystal,murphy,female,Media,Senior,crystal.murphy72@example.com,10,0.3008,0.2423,0.4996,Klingon,18,http://api.randomuser.me/portraits/thumb/women/66.jpg
kim,lucas,female,ECE,Senior,kim.lucas56@example.com,8,0.2452,0.1525,0.6265,Martian,26,http://api.randomuser.me/portraits/thumb/women/38.jpg
clifton,warren,male,Architecture,Senior,clifton.warren56@example.com,11,0.3186,0.1665,0.5475,Martian,28,http://api.randomuser.me/portraits/thumb/men/54.jpg
kent,gregory,male,Aerospace,PhD,kent.gregory68@example.com,10,0.4777,0.1099,0.156,Martian,23,http://api.randomuser.me/portraits/thumb/men/54.jpg
hilda,ferguson,female,Civil,Junior,hilda.ferguson77@example.com,8,0.3088,0.3621,0.4559,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/22.jpg
connie,evans,female,ECE,Junior,connie.evans15@example.com,10,0.4557,0.5277,0.7257,Klingon,29,http://api.randomuser.me/portraits/thumb/women/74.jpg
victoria,chapman,female,Mech,Junior,victoria.chapman71@example.com,6,0.4444,0.504,0.613,Human,18,http://api.randomuser.me/portraits/thumb/women/89.jpg
clara,johnston,female,CS,Freshman,clara.johnston69@example.com,8,0.3432,0.5572,0.0642,Klingon,20,http://api.randomuser.me/portraits/thumb/women/13.jpg
elijah,jordan,male,Aerospace,Junior,elijah.jordan44@example.com,6,0.4496,0.3737,0.8165,Human,20,http://api.randomuser.me/portraits/thumb/men/54.jpg
gail,sanders,female,Architecture,Senior,gail.sanders71@example.com,5,0.0931,0.1468,0.1589,Martian,18,http://api.randomuser.me/portraits/thumb/women/21.jpg
glenda,alexander,female,CS,Freshman,glenda.alexander62@example.com,9,0.0536,0.695,0.4465,Human,25,http://api.randomuser.me/portraits/thumb/women/81.jpg
antonio,carpenter,male,CS,Freshman,antonio.carpenter53@example.com,11,0.1253,0.1169,0.5245,Romulan,25,http://api.randomuser.me/portraits/thumb/men/54.jpg
florence,ward,female,Architecture,Junior,florence.ward69@example.com,11,0.4882,0.4926,0.8918,Klingon,22,http://api.randomuser.me/portraits/thumb/women/42.jpg
aaron,myers,male,Aerospace,PhD,aaron.myers83@example.com,6,0.1807,0.0747,0.2528,Romulan,19,http://api.randomuser.me/portraits/thumb/men/54.jpg
alvin,mendoza,male,Media,PhD,alvin.mendoza87@example.com,6,0.4254,0.6798,0.8122,Klingon,29,http://api.randomuser.me/portraits/thumb/men/54.jpg
lois,harris,female,Civil,Senior,lois.harris97@example.com,8,0.2953,0.4345,0.9766,Martian,25,http://api.randomuser.me/portraits/thumb/women/59.jpg
kaylee,bell,female,CS,Grad,kaylee.bell74@example.com,5,0.0742,0.2071,0.4583,Vulcan,18,http://api.randomuser.me/portraits/thumb/women/28.jpg
jeremiah,willis,male,Architecture,PhD,jeremiah.willis89@example.com,8,0.4372,0.1015,0.6554,Martian,26,http://api.randomuser.me/portraits/thumb/men/54.jpg
mark,washington,male,Civil,Freshman,mark.washington37@example.com,5,0.4103,0.4182,0.3824,Martian,25,http://api.randomuser.me/portraits/thumb/men/54.jpg
ron,holt,male,ECE,Freshman,ron.holt29@example.com,8,0.4978,0.2486,0.1625,Klingon,22,http://api.randomuser.me/portraits/thumb/men/54.jpg
bessie,little,female,Aerospace,Freshman,bessie.little16@example.com,10,0.3526,0.5288,0.6311,Klingon,24,http://api.randomuser.me/portraits/thumb/women/49.jpg
micheal,payne,male,Media,Senior,micheal.payne83@example.com,5,0.2757,0.4313,0.366,Vulcan,20,http://api.randomuser.me/portraits/thumb/men/54.jpg
charlene,rhodes,female,Media,Junior,charlene.rhodes82@example.com,6,0.4644,0.4688,0.3267,Martian,29,http://api.randomuser.me/portraits/thumb/women/5.jpg
allen,watson,male,CS,Junior,allen.watson76@example.com,5,0.0001,0.0356,0.7832,Vulcan,26,http://api.randomuser.me/portraits/thumb/men/55.jpg
lawrence,hunt,male,ECE,PhD,lawrence.hunt26@example.com,6,0.2407,0.245,0.8383,Martian,17,http://api.randomuser.me/portraits/thumb/men/55.jpg
layla,morgan,female,Architecture,Sophomore,layla.morgan12@example.com,7,0.3525,0.2027,0.0848,Klingon,18,http://api.randomuser.me/portraits/thumb/women/24.jpg
myrtle,jimenez,female,Aerospace,Sophomore,myrtle.jimenez32@example.com,10,0.2527,0.1727,0.6559,Romulan,29,http://api.randomuser.me/portraits/thumb/women/81.jpg
caleb,davidson,male,Media,PhD,caleb.davidson80@example.com,8,0.1702,0.4633,0.9367,Romulan,20,http://api.randomuser.me/portraits/thumb/men/55.jpg
pamela,hunt,female,ECE,Junior,pamela.hunt97@example.com,9,0.3449,0.0044,0.4809,Klingon,26,http://api.randomuser.me/portraits/thumb/women/93.jpg
mark,rivera,male,Architecture,Sophomore,mark.rivera97@example.com,10,0.0735,0.3448,0.0449,Klingon,25,http://api.randomuser.me/portraits/thumb/men/55.jpg
daniel,morgan,male,CS,Freshman,daniel.morgan27@example.com,9,0.4343,0.5711,0.7103,Romulan,19,http://api.randomuser.me/portraits/thumb/men/55.jpg
danielle,harrison,female,Media,Sophomore,danielle.harrison11@example.com,9,0.0576,0.0393,0.5708,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/37.jpg
gilbert,wells,male,Aerospace,Senior,gilbert.wells67@example.com,5,0.173,0.1138,0.9057,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/55.jpg
james,pena,male,Mech,Senior,james.pena33@example.com,8,0.1756,0.5516,0.6102,Martian,26,http://api.randomuser.me/portraits/thumb/men/55.jpg
dave,romero,male,ECE,Sophomore,dave.romero31@example.com,6,0.4099,0.0308,0.8968,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/55.jpg
david,vargas,male,Mech,Junior,david.vargas72@example.com,8,0.1279,0.0492,0.6536,Martian,24,http://api.randomuser.me/portraits/thumb/men/55.jpg
kirk,washington,male,Media,PhD,kirk.washington60@example.com,8,0.2425,0.4052,0.1474,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/55.jpg
jennifer,carlson,female,Aerospace,Junior,jennifer.carlson70@example.com,8,0.4806,0.4891,0.142,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/17.jpg
crystal,bates,female,Civil,Junior,crystal.bates92@example.com,6,0.4847,0.0978,0.3234,Martian,25,http://api.randomuser.me/portraits/thumb/women/19.jpg
avery,hansen,female,ECE,PhD,avery.hansen68@example.com,10,0.3168,0.381,0.5943,Klingon,25,http://api.randomuser.me/portraits/thumb/women/20.jpg
thomas,warren,male,Media,Senior,thomas.warren45@example.com,8,0.349,0.6309,0.107,Martian,29,http://api.randomuser.me/portraits/thumb/men/55.jpg
addison,gregory,female,Media,PhD,addison.gregory44@example.com,8,0.009,0.5747,0.2506,Klingon,23,http://api.randomuser.me/portraits/thumb/women/52.jpg
teresa,burke,female,Architecture,Junior,teresa.burke97@example.com,8,0.1394,0.5401,0.3106,Klingon,27,http://api.randomuser.me/portraits/thumb/women/58.jpg
katie,fields,female,CS,PhD,katie.fields72@example.com,10,0.0992,0.4885,0.5901,Klingon,26,http://api.randomuser.me/portraits/thumb/women/60.jpg
thomas,barnett,male,Media,PhD,thomas.barnett36@example.com,7,0.3702,0.5586,0.7444,Romulan,19,http://api.randomuser.me/portraits/thumb/men/56.jpg
marilyn,perez,female,Aerospace,Grad,marilyn.perez66@example.com,7,0.1765,0.1343,0.2695,Human,17,http://api.randomuser.me/portraits/thumb/women/38.jpg
yvonne,alexander,female,Media,PhD,yvonne.alexander63@example.com,7,0.1057,0.6013,0.3669,Human,21,http://api.randomuser.me/portraits/thumb/women/80.jpg
samuel,payne,male,Mech,Sophomore,samuel.payne99@example.com,6,0.25,0.2043,0.3676,Vulcan,19,http://api.randomuser.me/portraits/thumb/men/56.jpg
penny,fisher,female,Civil,Senior,penny.fisher40@example.com,9,0.1314,0.1931,0.4149,Romulan,19,http://api.randomuser.me/portraits/thumb/women/54.jpg
benjamin,rhodes,male,Architecture,Freshman,benjamin.rhodes56@example.com,11,0.3334,0.0076,0.3604,Martian,25,http://api.randomuser.me/portraits/thumb/men/56.jpg
vanessa,clark,female,CS,Grad,vanessa.clark86@example.com,6,0.2491,0.5858,0.3409,Human,27,http://api.randomuser.me/portraits/thumb/women/68.jpg
theodore,torres,male,Media,PhD,theodore.torres90@example.com,9,0.173,0.1041,0.3093,Human,28,http://api.randomuser.me/portraits/thumb/men/56.jpg
jackie,jones,female,Mech,PhD,jackie.jones32@example.com,5,0.4685,0.1256,0.0244,Human,26,http://api.randomuser.me/portraits/thumb/women/92.jpg
mae,stone,female,Mech,Junior,mae.stone46@example.com,5,0.2355,0.6014,0.9338,Martian,18,http://api.randomuser.me/portraits/thumb/women/78.jpg
john,wallace,male,Media,Freshman,john.wallace52@example.com,7,0.2865,0.128,0.0111,Vulcan,17,http://api.randomuser.me/portraits/thumb/men/56.jpg
jeffery,nichols,male,CS,Senior,jeffery.nichols67@example.com,8,0.2422,0.6888,0.6105,Martian,20,http://api.randomuser.me/portraits/thumb/men/56.jpg
julian,butler,male,Aerospace,Grad,julian.butler89@example.com,7,0.0488,0.1028,0.4271,Vulcan,17,http://api.randomuser.me/portraits/thumb/men/56.jpg
mia,burke,female,CS,Freshman,mia.burke11@example.com,9,0.2062,0.0605,0.1343,Klingon,29,http://api.randomuser.me/portraits/thumb/women/28.jpg
noah,johnson,male,Civil,Grad,noah.johnson44@example.com,11,0.1488,0.286,0.2851,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/56.jpg
riley,allen,female,Mech,Junior,riley.allen21@example.com,8,0.2838,0.5782,0.2204,Klingon,23,http://api.randomuser.me/portraits/thumb/women/78.jpg
kurt,schmidt,male,Architecture,Grad,kurt.schmidt56@example.com,10,0.4674,0.6911,0.1533,Klingon,21,http://api.randomuser.me/portraits/thumb/men/56.jpg
laurie,payne,female,Civil,Junior,laurie.payne25@example.com,6,0.4168,0.2918,0.8013,Martian,29,http://api.randomuser.me/portraits/thumb/women/82.jpg
jeff,reynolds,male,ECE,Grad,jeff.reynolds25@example.com,7,0.0774,0.1587,0.8185,Martian,29,http://api.randomuser.me/portraits/thumb/men/56.jpg
brennan,olson,male,Architecture,Sophomore,brennan.olson21@example.com,7,0.4311,0.136,0.8749,Klingon,29,http://api.randomuser.me/portraits/thumb/men/56.jpg
oscar,lynch,male,ECE,Freshman,oscar.lynch97@example.com,8,0.2691,0.6045,0.5903,Human,24,http://api.randomuser.me/portraits/thumb/men/56.jpg
christy,ramirez,female,Civil,Grad,christy.ramirez24@example.com,8,0.2234,0.3009,0.5282,Romulan,24,http://api.randomuser.me/portraits/thumb/women/96.jpg
peter,reyes,male,ECE,Sophomore,peter.reyes82@example.com,5,0.1085,0.6767,0.3912,Klingon,20,http://api.randomuser.me/portraits/thumb/men/56.jpg
kenneth,ryan,male,Aerospace,PhD,kenneth.ryan68@example.com,7,0.0636,0.5095,0.9977,Human,17,http://api.randomuser.me/portraits/thumb/men/56.jpg
april,gibson,female,Civil,PhD,april.gibson57@example.com,6,0.4442,0.186,0.8004,Martian,28,http://api.randomuser.me/portraits/thumb/women/23.jpg
felicia,mills,female,Architecture,Junior,felicia.mills92@example.com,6,0.3321,0.2041,0.0758,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/38.jpg
tammy,hopkins,female,Civil,PhD,tammy.hopkins87@example.com,6,0.2755,0.5934,0.1976,Klingon,18,http://api.randomuser.me/portraits/thumb/women/80.jpg
camila,montgomery,female,Aerospace,Freshman,camila.montgomery67@example.com,9,0.2128,0.3632,0.5587,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/17.jpg
genesis,smith,female,ECE,PhD,genesis.smith75@example.com,11,0.1585,0.6976,0.8505,Klingon,27,http://api.randomuser.me/portraits/thumb/women/67.jpg
lucille,gregory,female,Media,Grad,lucille.gregory93@example.com,5,0.1628,0.178,0.5991,Romulan,18,http://api.randomuser.me/portraits/thumb/women/45.jpg
mason,holmes,male,Media,Junior,mason.holmes41@example.com,6,0.2033,0.4979,0.3667,Vulcan,25,http://api.randomuser.me/portraits/thumb/men/57.jpg
christine,fields,female,ECE,Freshman,christine.fields84@example.com,8,0.315,0.501,0.8199,Human,20,http://api.randomuser.me/portraits/thumb/women/55.jpg
tyler,james,male,Civil,PhD,tyler.james23@example.com,7,0.4692,0.6012,0.0377,Martian,22,http://api.randomuser.me/portraits/thumb/men/57.jpg
isaac,holland,male,ECE,Junior,isaac.holland22@example.com,6,0.2286,0.6588,0.9989,Martian,18,http://api.randomuser.me/portraits/thumb/men/57.jpg
arthur,graham,male,Architecture,Senior,arthur.graham94@example.com,10,0.0638,0.272,0.3187,Romulan,20,http://api.randomuser.me/portraits/thumb/men/57.jpg
dylan,bishop,male,Civil,Senior,dylan.bishop31@example.com,5,0.0718,0.3975,0.2529,Martian,19,http://api.randomuser.me/portraits/thumb/men/57.jpg
ritthy,berry,male,Media,PhD,ritthy.berry45@example.com,6,0.3838,0.3071,0.3716,Klingon,24,http://api.randomuser.me/portraits/thumb/men/57.jpg
jo,evans,female,ECE,Senior,jo.evans94@example.com,5,0.3762,0.6471,0.5763,Human,21,http://api.randomuser.me/portraits/thumb/women/62.jpg
christopher,young,male,Civil,PhD,christopher.young77@example.com,7,0.1858,0.5529,0.1419,Human,26,http://api.randomuser.me/portraits/thumb/men/57.jpg
sherri,thompson,female,Mech,Sophomore,sherri.thompson78@example.com,10,0.1971,0.0695,0.9641,Vulcan,26,http://api.randomuser.me/portraits/thumb/women/57.jpg
peyton,gomez,female,Architecture,Freshman,peyton.gomez16@example.com,9,0.2431,0.1231,0.4536,Human,22,http://api.randomuser.me/portraits/thumb/women/45.jpg
delores,oliver,female,Media,Grad,delores.oliver10@example.com,10,0.0068,0.3014,0.0708,Human,23,http://api.randomuser.me/portraits/thumb/women/77.jpg
melanie,woods,female,Architecture,Sophomore,melanie.woods26@example.com,8,0.2291,0.3093,0.8702,Human,21,http://api.randomuser.me/portraits/thumb/women/5.jpg
danielle,austin,female,Media,Sophomore,danielle.austin58@example.com,5,0.0491,0.2986,0.6818,Romulan,25,http://api.randomuser.me/portraits/thumb/women/29.jpg
hannah,davis,female,Aerospace,PhD,hannah.davis20@example.com,6,0.1181,0.2003,0.9778,Martian,23,http://api.randomuser.me/portraits/thumb/women/77.jpg
kitty,holmes,female,Aerospace,Senior,kitty.holmes67@example.com,10,0.0575,0.6457,0.7697,Human,25,http://api.randomuser.me/portraits/thumb/women/13.jpg
steve,olson,male,CS,Sophomore,steve.olson72@example.com,5,0.1546,0.206,0.2542,Romulan,18,http://api.randomuser.me/portraits/thumb/men/57.jpg
leona,castro,female,Media,Freshman,leona.castro71@example.com,11,0.4914,0.4069,0.1828,Klingon,22,http://api.randomuser.me/portraits/thumb/women/96.jpg
micheal,holt,male,ECE,Freshman,micheal.holt96@example.com,5,0.4241,0.0631,0.2043,Human,27,http://api.randomuser.me/portraits/thumb/men/57.jpg
colleen,adams,female,ECE,Junior,colleen.adams46@example.com,10,0.091,0.4627,0.8921,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/1.jpg
tina,kelly,female,Aerospace,PhD,tina.kelly71@example.com,5,0.3266,0.5258,0.5372,Klingon,26,http://api.randomuser.me/portraits/thumb/women/57.jpg
bessie,dixon,female,CS,PhD,bessie.dixon86@example.com,9,0.0528,0.3052,0.1921,Klingon,17,http://api.randomuser.me/portraits/thumb/women/52.jpg
dave,jones,male,CS,Sophomore,dave.jones82@example.com,11,0.3707,0.6415,0.9385,Martian,18,http://api.randomuser.me/portraits/thumb/men/57.jpg
nicole,fernandez,female,Media,Grad,nicole.fernandez65@example.com,9,0.0892,0.1666,0.1092,Klingon,24,http://api.randomuser.me/portraits/thumb/women/32.jpg
david,montgomery,male,Media,Freshman,david.montgomery58@example.com,8,0.2902,0.0402,0.3256,Klingon,24,http://api.randomuser.me/portraits/thumb/men/57.jpg
myrtle,butler,female,Media,Senior,myrtle.butler53@example.com,9,0.4537,0.2147,0.4331,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/16.jpg
gilbert,bailey,male,Media,Sophomore,gilbert.bailey76@example.com,5,0.181,0.5881,0.3686,Romulan,26,http://api.randomuser.me/portraits/thumb/men/57.jpg
warren,robertson,male,CS,Grad,warren.robertson13@example.com,5,0.4791,0.3698,0.4097,Human,27,http://api.randomuser.me/portraits/thumb/men/57.jpg
